'sample #','V5','V2'
137620,946,1074
137621,945,1073
137622,937,1077
137623,919,1078
137624,901,1066
137625,900,1050
137626,906,1032
137627,913,1018
137628,913,1007
137629,915,1003
137630,913,1011
137631,912,1021
137632,914,1023
137633,919,1029
137634,930,1042
137635,934,1057
137636,934,1067
137637,927,1073
137638,925,1072
137639,929,1069
137640,938,1066
137641,944,1062
137642,949,1064
137643,948,1061
137644,939,1052
137645,932,1042
137646,929,1035
137647,929,1035
137648,936,1036
137649,945,1036
137650,952,1046
137651,949,1061
137652,935,1070
137653,918,1059
137654,907,1040
137655,905,1031
137656,909,1030
137657,910,1031
137658,907,1028
137659,894,1029
137660,887,1034
137661,914,1037
137662,966,1032
137663,1008,1031
137664,1006,1034
137665,964,1043
137666,920,1058
137667,899,1067
137668,896,1062
137669,897,1046
137670,894,1032
137671,902,1035
137672,925,1047
137673,946,1052
137674,960,1046
137675,965,1040
137676,960,1042
137677,952,1054
137678,947,1063
137679,955,1065
137680,965,1064
137681,966,1052
137682,956,1040
137683,947,1018
137684,942,997
137685,941,994
137686,938,1004
137687,942,1023
137688,941,1033
137689,939,1037
137690,942,1041
137691,955,1047
137692,962,1050
137693,955,1047
137694,941,1042
137695,921,1029
137696,911,1019
137697,913,1010
137698,927,1003
137699,939,1013
137700,947,1025
137701,948,1031
137702,953,1034
137703,961,1035
137704,966,1030
137705,966,1028
137706,956,1027
137707,947,1028
137708,946,1032
137709,948,1036
137710,955,1037
137711,964,1035
137712,970,1033
137713,969,1031
137714,970,1033
137715,983,1042
137716,1037,1048
137717,1134,1085
137718,1163,1160
137719,1092,1194
137720,1018,1166
137721,997,1128
137722,998,1102
137723,999,1074
137724,994,1049
137725,991,1025
137726,991,1019
137727,992,1036
137728,996,1060
137729,1001,1076
137730,997,1069
137731,983,1056
137732,981,1046
137733,993,1036
137734,1008,1032
137735,1011,1033
137736,1006,1044
137737,1000,1044
137738,1004,1048
137739,1014,1048
137740,1028,1045
137741,1041,1040
137742,1047,1034
137743,1049,1031
137744,1052,1032
137745,1060,1037
137746,1066,1044
137747,1071,1052
137748,1074,1051
137749,1061,1040
137750,1042,1025
137751,1024,1003
137752,1008,979
137753,992,968
137754,968,959
137755,944,954
137756,926,949
137757,912,951
137758,908,956
137759,908,966
137760,914,977
137761,921,989
137762,926,999
137763,926,1008
137764,925,1016
137765,925,1017
137766,930,1013
137767,933,1014
137768,931,1015
137769,926,1020
137770,925,1021
137771,924,1021
137772,924,1018
137773,924,1020
137774,929,1025
137775,939,1023
137776,942,1023
137777,947,1020
137778,948,1018
137779,950,1020
137780,954,1022
137781,951,1028
137782,949,1030
137783,946,1025
137784,945,1027
137785,943,1027
137786,946,1029
137787,949,1031
137788,948,1032
137789,948,1034
137790,943,1031
137791,936,1031
137792,936,1028
137793,937,1027
137794,940,1025
137795,937,1025
137796,936,1022
137797,934,1025
137798,935,1028
137799,938,1032
137800,939,1029
137801,942,1030
137802,939,1026
137803,940,1026
137804,939,1029
137805,942,1031
137806,944,1028
137807,945,1020
137808,946,1015
137809,944,1016
137810,947,1020
137811,950,1024
137812,952,1026
137813,953,1025
137814,954,1023
137815,955,1023
137816,951,1024
137817,948,1027
137818,945,1028
137819,947,1028
137820,943,1028
137821,943,1027
137822,944,1026
137823,945,1024
137824,947,1023
137825,949,1030
137826,948,1027
137827,944,1027
137828,944,1023
137829,946,1024
137830,949,1024
137831,948,1025
137832,943,1026
137833,945,1025
137834,944,1025
137835,946,1028
137836,948,1026
137837,948,1026
137838,948,1024
137839,948,1023
137840,949,1026
137841,953,1027
137842,957,1029
137843,954,1025
137844,949,1028
137845,944,1026
137846,940,1030
137847,938,1031
137848,937,1029
137849,938,1022
137850,938,1020
137851,939,1024
137852,946,1032
137853,955,1042
137854,955,1039
137855,958,1035
137856,955,1033
137857,954,1031
137858,955,1031
137859,958,1034
137860,955,1035
137861,954,1035
137862,953,1034
137863,952,1032
137864,950,1030
137865,952,1033
137866,952,1030
137867,952,1027
137868,950,1023
137869,947,1027
137870,945,1026
137871,949,1029
137872,950,1028
137873,948,1026
137874,947,1023
137875,943,1024
137876,944,1024
137877,944,1023
137878,942,1021
137879,941,1022
137880,937,1022
137881,933,1024
137882,936,1028
137883,936,1026
137884,939,1025
137885,944,1023
137886,951,1023
137887,953,1021
137888,958,1021
137889,959,1021
137890,959,1023
137891,959,1022
137892,953,1026
137893,954,1023
137894,952,1023
137895,957,1024
137896,954,1023
137897,952,1022
137898,950,1021
137899,948,1022
137900,947,1025
137901,949,1025
137902,947,1025
137903,947,1023
137904,945,1021
137905,945,1023
137906,947,1023
137907,947,1029
137908,955,1024
137909,955,1026
137910,957,1021
137911,955,1021
137912,962,1023
137913,962,1026
137914,962,1024
137915,961,1024
137916,961,1021
137917,960,1021
137918,960,1023
137919,962,1025
137920,961,1023
137921,962,1021
137922,961,1019
137923,959,1023
137924,960,1026
137925,963,1025
137926,966,1022
137927,962,1023
137928,960,1021
137929,959,1024
137930,959,1027
137931,962,1029
137932,962,1025
137933,959,1022
137934,955,1022
137935,955,1026
137936,949,1028
137937,944,1026
137938,939,1026
137939,941,1031
137940,950,1037
137941,955,1036
137942,960,1034
137943,959,1035
137944,958,1030
137945,953,1030
137946,952,1030
137947,952,1030
137948,954,1035
137949,957,1037
137950,961,1038
137951,964,1042
137952,963,1039
137953,962,1032
137954,964,1027
137955,970,1022
137956,968,1017
137957,969,1018
137958,969,1021
137959,969,1021
137960,968,1022
137961,968,1022
137962,970,1022
137963,968,1023
137964,968,1022
137965,964,1023
137966,970,1023
137967,974,1025
137968,978,1026
137969,978,1022
137970,977,1023
137971,977,1021
137972,981,1026
137973,981,1028
137974,979,1028
137975,970,1027
137976,965,1023
137977,964,1023
137978,962,1026
137979,959,1028
137980,959,1024
137981,957,1024
137982,954,1024
137983,949,1022
137984,949,1023
137985,952,1023
137986,952,1025
137987,951,1023
137988,951,1022
137989,949,1024
137990,948,1024
137991,951,1027
137992,950,1024
137993,952,1025
137994,952,1023
137995,950,1020
137996,952,1023
137997,953,1028
137998,953,1030
137999,950,1027
138000,950,1025
138001,953,1028
138002,965,1030
138003,986,1032
138004,1031,1030
138005,1122,1035
138006,1195,1082
138007,1160,1153
138008,1069,1160
138009,1007,1112
138010,996,1072
138011,1007,1064
138012,1008,1065
138013,1004,1061
138014,1003,1060
138015,1006,1057
138016,1008,1055
138017,1009,1054
138018,1008,1049
138019,1005,1048
138020,1005,1049
138021,1006,1048
138022,1004,1045
138023,1003,1047
138024,1006,1047
138025,1012,1049
138026,1020,1053
138027,1027,1053
138028,1032,1053
138029,1038,1050
138030,1044,1043
138031,1051,1042
138032,1054,1040
138033,1056,1040
138034,1060,1043
138035,1068,1047
138036,1073,1053
138037,1080,1060
138038,1087,1064
138039,1090,1064
138040,1081,1050
138041,1059,1029
138042,1038,1003
138043,1021,983
138044,1003,975
138045,984,971
138046,962,965
138047,943,962
138048,922,960
138049,913,966
138050,917,978
138051,923,988
138052,929,997
138053,930,1006
138054,930,1014
138055,928,1020
138056,932,1025
138057,937,1027
138058,939,1027
138059,941,1029
138060,936,1026
138061,933,1023
138062,935,1024
138063,940,1027
138064,943,1023
138065,944,1022
138066,940,1020
138067,937,1019
138068,938,1023
138069,936,1024
138070,940,1022
138071,938,1023
138072,937,1023
138073,938,1024
138074,941,1023
138075,942,1023
138076,942,1022
138077,942,1019
138078,942,1017
138079,941,1019
138080,943,1023
138081,941,1024
138082,938,1023
138083,934,1020
138084,931,1019
138085,932,1020
138086,935,1025
138087,941,1024
138088,942,1022
138089,939,1019
138090,936,1017
138091,941,1019
138092,947,1020
138093,947,1025
138094,946,1023
138095,941,1019
138096,939,1017
138097,936,1019
138098,938,1022
138099,938,1022
138100,937,1018
138101,936,1020
138102,934,1017
138103,935,1018
138104,941,1020
138105,947,1022
138106,948,1023
138107,944,1020
138108,937,1021
138109,930,1019
138110,931,1017
138111,936,1019
138112,946,1019
138113,950,1019
138114,950,1018
138115,945,1019
138116,942,1021
138117,940,1023
138118,945,1025
138119,943,1025
138120,944,1025
138121,943,1023
138122,944,1024
138123,943,1026
138124,943,1027
138125,940,1026
138126,939,1023
138127,939,1025
138128,944,1026
138129,942,1031
138130,942,1029
138131,941,1027
138132,937,1027
138133,934,1030
138134,937,1031
138135,944,1032
138136,945,1033
138137,943,1032
138138,941,1031
138139,938,1036
138140,944,1037
138141,946,1036
138142,948,1036
138143,947,1034
138144,948,1035
138145,950,1036
138146,956,1039
138147,958,1041
138148,957,1041
138149,957,1039
138150,959,1036
138151,958,1037
138152,959,1039
138153,963,1040
138154,961,1040
138155,959,1038
138156,960,1037
138157,963,1039
138158,966,1039
138159,965,1042
138160,961,1038
138161,958,1038
138162,958,1034
138163,957,1033
138164,959,1038
138165,963,1039
138166,963,1039
138167,960,1036
138168,959,1032
138169,954,1031
138170,958,1035
138171,960,1038
138172,964,1037
138173,965,1034
138174,962,1030
138175,955,1030
138176,954,1030
138177,954,1030
138178,956,1029
138179,960,1029
138180,957,1029
138181,960,1033
138182,960,1034
138183,964,1037
138184,963,1032
138185,958,1030
138186,955,1028
138187,951,1030
138188,951,1032
138189,950,1033
138190,951,1032
138191,952,1031
138192,949,1029
138193,945,1030
138194,946,1031
138195,956,1031
138196,962,1033
138197,963,1039
138198,959,1036
138199,953,1033
138200,953,1028
138201,948,1027
138202,944,1028
138203,942,1028
138204,943,1024
138205,945,1022
138206,948,1024
138207,952,1026
138208,949,1028
138209,944,1029
138210,942,1030
138211,944,1028
138212,953,1026
138213,959,1029
138214,966,1029
138215,961,1024
138216,952,1020
138217,948,1023
138218,946,1026
138219,950,1030
138220,953,1032
138221,955,1027
138222,954,1026
138223,957,1023
138224,961,1026
138225,962,1027
138226,961,1028
138227,961,1025
138228,957,1024
138229,956,1023
138230,954,1026
138231,950,1026
138232,948,1029
138233,948,1026
138234,953,1021
138235,953,1020
138236,958,1026
138237,958,1029
138238,953,1030
138239,953,1025
138240,953,1023
138241,955,1021
138242,958,1026
138243,961,1030
138244,959,1029
138245,951,1028
138246,942,1023
138247,939,1023
138248,948,1027
138249,959,1029
138250,968,1032
138251,970,1030
138252,965,1030
138253,958,1032
138254,955,1034
138255,955,1034
138256,954,1031
138257,957,1026
138258,958,1025
138259,951,1023
138260,952,1024
138261,958,1025
138262,963,1026
138263,965,1022
138264,958,1022
138265,959,1022
138266,963,1025
138267,969,1024
138268,970,1024
138269,969,1022
138270,968,1021
138271,965,1019
138272,969,1022
138273,971,1022
138274,973,1021
138275,977,1019
138276,978,1022
138277,978,1023
138278,978,1024
138279,981,1027
138280,981,1027
138281,977,1023
138282,974,1020
138283,970,1022
138284,974,1023
138285,977,1021
138286,972,1020
138287,968,1018
138288,968,1014
138289,968,1012
138290,969,1017
138291,967,1025
138292,965,1024
138293,963,1021
138294,965,1015
138295,963,1017
138296,966,1019
138297,974,1021
138298,977,1019
138299,975,1019
138300,972,1017
138301,976,1020
138302,994,1023
138303,1029,1027
138304,1101,1035
138305,1193,1068
138306,1207,1131
138307,1128,1171
138308,1047,1137
138309,1016,1087
138310,1018,1064
138311,1021,1062
138312,1018,1057
138313,1011,1055
138314,1006,1050
138315,1008,1049
138316,1010,1050
138317,1009,1046
138318,1008,1042
138319,1008,1037
138320,1007,1036
138321,1013,1033
138322,1015,1032
138323,1014,1030
138324,1012,1027
138325,1008,1025
138326,1008,1028
138327,1010,1027
138328,1004,1026
138329,993,1023
138330,983,1020
138331,982,1020
138332,981,1020
138333,980,1022
138334,974,1018
138335,963,1014
138336,953,1011
138337,949,1011
138338,948,1014
138339,948,1017
138340,944,1015
138341,950,1012
138342,954,1013
138343,963,1012
138344,978,1017
138345,990,1024
138346,999,1025
138347,999,1024
138348,996,1019
138349,989,1009
138350,983,995
138351,976,984
138352,963,977
138353,949,969
138354,937,964
138355,925,960
138356,919,961
138357,916,965
138358,913,969
138359,918,977
138360,925,982
138361,930,989
138362,936,999
138363,941,1007
138364,945,1010
138365,948,1015
138366,950,1017
138367,950,1017
138368,954,1022
138369,956,1023
138370,960,1024
138371,959,1020
138372,959,1017
138373,961,1019
138374,962,1021
138375,963,1021
138376,962,1020
138377,962,1018
138378,965,1016
138379,965,1016
138380,967,1018
138381,969,1021
138382,966,1022
138383,963,1020
138384,963,1017
138385,963,1017
138386,967,1017
138387,970,1021
138388,970,1022
138389,971,1018
138390,967,1016
138391,964,1017
138392,963,1019
138393,965,1018
138394,968,1020
138395,967,1018
138396,962,1016
138397,958,1016
138398,956,1019
138399,960,1021
138400,961,1019
138401,965,1021
138402,966,1020
138403,965,1018
138404,967,1020
138405,971,1023
138406,971,1024
138407,973,1023
138408,975,1019
138409,975,1020
138410,976,1020
138411,977,1020
138412,980,1020
138413,982,1021
138414,983,1023
138415,981,1024
138416,984,1025
138417,986,1026
138418,984,1026
138419,982,1025
138420,981,1022
138421,980,1022
138422,983,1025
138423,985,1028
138424,989,1026
138425,986,1023
138426,982,1023
138427,982,1023
138428,983,1025
138429,987,1027
138430,987,1029
138431,985,1027
138432,985,1027
138433,984,1029
138434,986,1031
138435,989,1030
138436,991,1030
138437,990,1031
138438,988,1028
138439,986,1029
138440,986,1032
138441,989,1031
138442,988,1034
138443,990,1030
138444,991,1029
138445,993,1029
138446,996,1031
138447,998,1032
138448,1002,1037
138449,1000,1033
138450,998,1032
138451,993,1031
138452,995,1036
138453,997,1036
138454,997,1038
138455,996,1035
138456,997,1035
138457,994,1033
138458,996,1034
138459,998,1036
138460,996,1037
138461,997,1035
138462,995,1034
138463,994,1033
138464,995,1034
138465,997,1034
138466,994,1036
138467,991,1035
138468,990,1031
138469,987,1034
138470,986,1035
138471,983,1033
138472,981,1033
138473,979,1034
138474,979,1031
138475,977,1032
138476,982,1033
138477,982,1032
138478,979,1032
138479,980,1029
138480,979,1027
138481,978,1030
138482,978,1028
138483,979,1033
138484,981,1030
138485,979,1028
138486,977,1025
138487,977,1027
138488,978,1027
138489,978,1028
138490,980,1027
138491,976,1027
138492,975,1024
138493,975,1028
138494,977,1031
138495,979,1030
138496,980,1028
138497,979,1025
138498,979,1027
138499,977,1028
138500,976,1027
138501,978,1030
138502,981,1028
138503,979,1029
138504,980,1025
138505,982,1024
138506,984,1025
138507,985,1029
138508,983,1029
138509,983,1026
138510,981,1024
138511,980,1024
138512,980,1026
138513,980,1027
138514,983,1028
138515,982,1027
138516,982,1024
138517,982,1026
138518,982,1026
138519,984,1026
138520,985,1029
138521,985,1025
138522,983,1025
138523,982,1024
138524,986,1024
138525,984,1025
138526,984,1029
138527,983,1027
138528,982,1027
138529,980,1028
138530,981,1027
138531,984,1031
138532,986,1030
138533,982,1026
138534,980,1021
138535,979,1024
138536,982,1028
138537,986,1031
138538,985,1027
138539,984,1027
138540,982,1024
138541,979,1026
138542,982,1028
138543,979,1028
138544,982,1028
138545,981,1025
138546,981,1022
138547,979,1022
138548,982,1025
138549,985,1026
138550,982,1027
138551,982,1025
138552,979,1022
138553,978,1025
138554,979,1028
138555,980,1030
138556,982,1029
138557,981,1028
138558,977,1026
138559,982,1027
138560,982,1027
138561,984,1029
138562,984,1031
138563,983,1032
138564,978,1033
138565,976,1034
138566,980,1034
138567,981,1033
138568,984,1027
138569,984,1023
138570,983,1020
138571,982,1023
138572,985,1028
138573,988,1031
138574,990,1023
138575,988,1024
138576,986,1029
138577,989,1030
138578,990,1028
138579,992,1025
138580,988,1022
138581,990,1019
138582,989,1011
138583,992,1012
138584,995,1017
138585,998,1022
138586,1003,1026
138587,1003,1022
138588,1003,1019
138589,1005,1019
138590,1004,1020
138591,1006,1030
138592,1004,1026
138593,1003,1019
138594,1000,1012
138595,997,1019
138596,1000,1031
138597,1000,1033
138598,1002,1027
138599,1002,1022
138600,1002,1021
138601,1004,1020
138602,1006,1023
138603,1009,1021
138604,1010,1018
138605,1013,1018
138606,1018,1021
138607,1027,1025
138608,1063,1031
138609,1143,1035
138610,1223,1075
138611,1212,1144
138612,1129,1157
138613,1062,1113
138614,1050,1075
138615,1057,1063
138616,1064,1061
138617,1058,1054
138618,1049,1054
138619,1045,1058
138620,1045,1059
138621,1047,1055
138622,1049,1052
138623,1048,1048
138624,1047,1047
138625,1046,1042
138626,1049,1042
138627,1049,1041
138628,1051,1038
138629,1048,1033
138630,1045,1032
138631,1043,1032
138632,1038,1038
138633,1035,1040
138634,1030,1036
138635,1025,1033
138636,1023,1031
138637,1016,1031
138638,1010,1031
138639,1001,1027
138640,989,1023
138641,975,1022
138642,966,1020
138643,957,1021
138644,951,1024
138645,951,1024
138646,948,1024
138647,948,1019
138648,950,1011
138649,948,1007
138650,948,1001
138651,951,997
138652,951,995
138653,954,995
138654,954,995
138655,953,998
138656,961,1000
138657,970,1001
138658,981,1005
138659,988,1009
138660,993,1005
138661,1001,1003
138662,1008,993
138663,1012,988
138664,1010,977
138665,1003,967
138666,992,961
138667,985,964
138668,981,965
138669,981,970
138670,979,972
138671,975,978
138672,975,982
138673,973,992
138674,977,1002
138675,981,1010
138676,984,1016
138677,984,1022
138678,981,1024
138679,983,1027
138680,987,1030
138681,990,1032
138682,994,1031
138683,995,1025
138684,994,1021
138685,996,1019
138686,1000,1019
138687,1003,1020
138688,1006,1021
138689,1005,1018
138690,1003,1017
138691,1002,1019
138692,1005,1022
138693,1007,1023
138694,1007,1022
138695,1007,1020
138696,1006,1016
138697,1004,1020
138698,1008,1022
138699,1007,1021
138700,1006,1020
138701,1007,1020
138702,1007,1018
138703,1006,1021
138704,1008,1020
138705,1010,1021
138706,1011,1021
138707,1012,1017
138708,1008,1017
138709,1010,1019
138710,1013,1020
138711,1012,1023
138712,1014,1022
138713,1015,1020
138714,1014,1019
138715,1013,1024
138716,1015,1024
138717,1017,1024
138718,1019,1023
138719,1017,1023
138720,1019,1020
138721,1018,1021
138722,1023,1025
138723,1023,1024
138724,1025,1027
138725,1022,1025
138726,1023,1021
138727,1022,1022
138728,1026,1023
138729,1028,1027
138730,1029,1027
138731,1028,1027
138732,1024,1025
138733,1027,1026
138734,1028,1028
138735,1032,1032
138736,1033,1032
138737,1034,1031
138738,1031,1029
138739,1030,1030
138740,1034,1032
138741,1035,1030
138742,1036,1029
138743,1036,1033
138744,1036,1036
138745,1035,1038
138746,1036,1042
138747,1038,1043
138748,1038,1040
138749,1037,1040
138750,1037,1039
138751,1038,1040
138752,1038,1044
138753,1040,1045
138754,1039,1045
138755,1034,1046
138756,1030,1042
138757,1027,1041
138758,1031,1043
138759,1032,1044
138760,1033,1043
138761,1036,1040
138762,1036,1038
138763,1034,1041
138764,1036,1044
138765,1036,1045
138766,1035,1044
138767,1034,1041
138768,1032,1039
138769,1031,1039
138770,1035,1041
138771,1035,1042
138772,1031,1042
138773,1031,1038
138774,1026,1037
138775,1026,1039
138776,1027,1040
138777,1027,1042
138778,1027,1039
138779,1026,1035
138780,1024,1033
138781,1023,1033
138782,1023,1033
138783,1024,1034
138784,1026,1036
138785,1026,1035
138786,1025,1035
138787,1024,1036
138788,1020,1036
138789,1020,1035
138790,1017,1032
138791,1015,1029
138792,1014,1028
138793,1015,1030
138794,1020,1032
138795,1019,1031
138796,1021,1029
138797,1017,1029
138798,1018,1029
138799,1016,1030
138800,1018,1030
138801,1019,1030
138802,1018,1026
138803,1020,1024
138804,1020,1024
138805,1020,1028
138806,1021,1028
138807,1017,1029
138808,1017,1028
138809,1014,1029
138810,1017,1027
138811,1021,1028
138812,1024,1030
138813,1031,1029
138814,1034,1025
138815,1032,1024
138816,1027,1022
138817,1023,1024
138818,1022,1023
138819,1019,1026
138820,1019,1026
138821,1018,1027
138822,1017,1026
138823,1021,1027
138824,1028,1032
138825,1031,1038
138826,1032,1044
138827,1027,1046
138828,1021,1048
138829,1015,1052
138830,1015,1051
138831,1019,1040
138832,1023,1026
138833,1025,1015
138834,1027,1013
138835,1028,1014
138836,1029,1023
138837,1028,1048
138838,1025,1079
138839,1024,1102
138840,1026,1092
138841,1026,1052
138842,1029,1010
138843,1031,983
138844,1029,982
138845,1023,995
138846,1021,1014
138847,1021,1039
138848,1026,1055
138849,1031,1058
138850,1033,1040
138851,1031,1010
138852,1027,991
138853,1029,984
138854,1035,995
138855,1037,1001
138856,1033,1007
138857,1028,1012
138858,1027,1013
138859,1026,1017
138860,1031,1022
138861,1033,1031
138862,1032,1038
138863,1031,1035
138864,1031,1025
138865,1027,1017
138866,1032,1013
138867,1037,1015
138868,1038,1020
138869,1031,1021
138870,1026,1022
138871,1023,1013
138872,1024,1012
138873,1026,1014
138874,1028,1017
138875,1030,1016
138876,1026,1014
138877,1020,1018
138878,1023,1018
138879,1028,1015
138880,1034,1016
138881,1035,1015
138882,1036,1015
138883,1037,1017
138884,1043,1023
138885,1048,1034
138886,1047,1054
138887,1043,1085
138888,1037,1107
138889,1033,1096
138890,1032,1061
138891,1033,1023
138892,1029,1002
138893,1027,1007
138894,1027,1039
138895,1030,1073
138896,1031,1081
138897,1031,1057
138898,1035,1014
138899,1038,974
138900,1039,951
138901,1035,952
138902,1032,960
138903,1034,971
138904,1040,980
138905,1052,987
138906,1073,997
138907,1133,1018
138908,1225,1080
138909,1233,1154
138910,1154,1156
138911,1085,1096
138912,1065,1053
138913,1068,1045
138914,1077,1052
138915,1077,1051
138916,1075,1047
138917,1073,1040
138918,1067,1037
138919,1065,1038
138920,1062,1037
138921,1061,1037
138922,1062,1035
138923,1064,1028
138924,1068,1027
138925,1063,1026
138926,1058,1023
138927,1056,1020
138928,1053,1013
138929,1050,1008
138930,1041,1005
138931,1033,1007
138932,1031,1009
138933,1023,1008
138934,1012,1006
138935,992,1004
138936,977,1003
138937,969,1008
138938,973,1009
138939,976,1014
138940,973,1012
138941,969,1006
138942,967,997
138943,968,991
138944,970,987
138945,977,989
138946,983,988
138947,990,984
138948,1002,989
138949,1014,1000
138950,1029,1007
138951,1039,1009
138952,1044,1004
138953,1040,994
138954,1033,979
138955,1026,968
138956,1017,958
138957,1011,953
138958,1009,952
138959,1004,944
138960,995,942
138961,986,949
138962,992,959
138963,996,968
138964,1011,971
138965,1017,976
138966,1014,986
138967,1015,995
138968,1017,1005
138969,1019,1006
138970,1023,1008
138971,1021,1006
138972,1024,1008
138973,1026,1011
138974,1030,1011
138975,1036,1010
138976,1036,1011
138977,1036,1007
138978,1037,1002
138979,1038,1003
138980,1038,1003
138981,1038,1009
138982,1037,1009
138983,1035,1005
138984,1033,1002
138985,1029,1004
138986,1031,1007
138987,1031,1006
138988,1035,1001
138989,1034,1003
138990,1035,1001
138991,1028,1004
138992,1027,1007
138993,1034,1007
138994,1039,1010
138995,1040,1004
138996,1036,1002
138997,1034,1003
138998,1034,1007
138999,1034,1007
139000,1032,1007
139001,1032,1004
139002,1037,1005
139003,1039,1002
139004,1043,1005
139005,1044,1006
139006,1045,1006
139007,1041,1003
139008,1042,1003
139009,1040,1005
139010,1039,1008
139011,1043,1011
139012,1043,1011
139013,1042,1007
139014,1039,1007
139015,1043,1007
139016,1049,1011
139017,1053,1012
139018,1046,1011
139019,1043,1008
139020,1043,1006
139021,1049,1009
139022,1055,1014
139023,1054,1017
139024,1050,1015
139025,1050,1013
139026,1047,1009
139027,1048,1010
139028,1051,1014
139029,1054,1014
139030,1051,1016
139031,1049,1014
139032,1050,1012
139033,1056,1016
139034,1058,1020
139035,1056,1017
139036,1047,1018
139037,1042,1015
139038,1038,1016
139039,1042,1017
139040,1050,1017
139041,1058,1018
139042,1059,1020
139043,1056,1018
139044,1050,1016
139045,1048,1018
139046,1052,1021
139047,1053,1023
139048,1057,1022
139049,1060,1018
139050,1059,1019
139051,1058,1020
139052,1059,1021
139053,1057,1021
139054,1055,1021
139055,1060,1020
139056,1058,1017
139057,1055,1020
139058,1055,1020
139059,1053,1022
139060,1054,1020
139061,1049,1017
139062,1043,1014
139063,1039,1015
139064,1033,1018
139065,1035,1019
139066,1034,1016
139067,1034,1015
139068,1033,1011
139069,1033,1012
139070,1034,1015
139071,1032,1015
139072,1031,1012
139073,1031,1012
139074,1030,1009
139075,1028,1010
139076,1027,1009
139077,1027,1012
139078,1027,1012
139079,1029,1008
139080,1028,1005
139081,1024,1007
139082,1024,1009
139083,1024,1011
139084,1021,1011
139085,1017,1008
139086,1017,1005
139087,1012,1007
139088,1013,1010
139089,1019,1010
139090,1027,1009
139091,1030,1007
139092,1032,1004
139093,1032,1005
139094,1032,1007
139095,1033,1009
139096,1027,1008
139097,1029,1008
139098,1029,1005
139099,1028,1005
139100,1028,1008
139101,1029,1008
139102,1032,1007
139103,1029,1006
139104,1024,1003
139105,1026,1006
139106,1030,1008
139107,1033,1006
139108,1034,1008
139109,1032,1007
139110,1027,1006
139111,1025,1005
139112,1025,1005
139113,1025,1006
139114,1027,1007
139115,1027,1005
139116,1025,1004
139117,1023,1006
139118,1026,1008
139119,1029,1009
139120,1031,1007
139121,1029,1006
139122,1026,1007
139123,1025,1005
139124,1026,1008
139125,1028,1007
139126,1028,1007
139127,1027,1005
139128,1025,1003
139129,1024,1005
139130,1028,1008
139131,1026,1005
139132,1024,1006
139133,1023,1004
139134,1021,1002
139135,1019,1005
139136,1021,1003
139137,1022,1007
139138,1028,1007
139139,1027,1007
139140,1025,1004
139141,1023,1005
139142,1021,1005
139143,1022,1008
139144,1020,1008
139145,1021,1008
139146,1019,1006
139147,1020,1008
139148,1023,1011
139149,1022,1014
139150,1020,1012
139151,1017,1009
139152,1018,1009
139153,1018,1010
139154,1021,1013
139155,1022,1009
139156,1024,1009
139157,1024,1007
139158,1023,1007
139159,1022,1006
139160,1026,1005
139161,1030,1006
139162,1030,1006
139163,1027,1007
139164,1026,1005
139165,1026,1006
139166,1033,1006
139167,1036,1009
139168,1037,1009
139169,1036,1008
139170,1036,1004
139171,1037,1008
139172,1039,1009
139173,1043,1010
139174,1044,1013
139175,1040,1008
139176,1038,1010
139177,1035,1011
139178,1034,1011
139179,1037,1010
139180,1036,1008
139181,1032,1009
139182,1032,1004
139183,1032,1009
139184,1040,1012
139185,1052,1015
139186,1076,1023
139187,1144,1051
139188,1224,1120
139189,1207,1178
139190,1133,1149
139191,1074,1092
139192,1066,1056
139193,1076,1048
139194,1083,1048
139195,1077,1045
139196,1073,1041
139197,1076,1038
139198,1075,1036
139199,1075,1032
139200,1071,1031
139201,1075,1027
139202,1076,1021
139203,1075,1019
139204,1072,1019
139205,1068,1017
139206,1065,1017
139207,1064,1018
139208,1065,1016
139209,1062,1014
139210,1056,1011
139211,1046,1004
139212,1038,1003
139213,1027,1001
139214,1013,1000
139215,998,999
139216,985,996
139217,974,990
139218,967,988
139219,957,991
139220,948,988
139221,943,986
139222,943,977
139223,946,973
139224,947,964
139225,949,959
139226,954,957
139227,957,958
139228,954,956
139229,957,956
139230,960,952
139231,960,957
139232,970,960
139233,982,965
139234,995,961
139235,1012,957
139236,1019,951
139237,1025,954
139238,1027,958
139239,1028,959
139240,1027,956
139241,1021,953
139242,1016,955
139243,1012,959
139244,1009,972
139245,1007,980
139246,1008,990
139247,1006,994
139248,1007,998
139249,1009,1006
139250,1013,1012
139251,1014,1016
139252,1017,1016
139253,1019,1017
139254,1020,1014
139255,1020,1014
139256,1025,1017
139257,1027,1016
139258,1029,1016
139259,1031,1014
139260,1031,1014
139261,1032,1015
139262,1034,1015
139263,1037,1017
139264,1038,1016
139265,1038,1017
139266,1037,1014
139267,1041,1015
139268,1039,1020
139269,1041,1017
139270,1040,1019
139271,1038,1019
139272,1039,1015
139273,1042,1020
139274,1045,1022
139275,1046,1020
139276,1049,1019
139277,1048,1019
139278,1045,1017
139279,1044,1019
139280,1050,1023
139281,1051,1023
139282,1053,1022
139283,1051,1019
139284,1052,1019
139285,1052,1020
139286,1052,1022
139287,1054,1023
139288,1055,1023
139289,1053,1025
139290,1052,1022
139291,1052,1022
139292,1058,1025
