'sample #','V5','MLII'
170939,899,1046
170940,923,1049
170941,952,1050
170942,973,1049
170943,979,1046
170944,977,1042
170945,978,1037
170946,976,1032
170947,974,1033
170948,979,1033
170949,983,1033
170950,985,1030
170951,985,1028
170952,985,1029
170953,984,1033
170954,990,1038
170955,993,1035
170956,994,1031
170957,995,1029
170958,989,1030
170959,989,1031
170960,994,1033
170961,998,1032
170962,997,1028
170963,993,1025
170964,990,1025
170965,993,1029
170966,993,1031
170967,998,1030
170968,997,1029
170969,995,1023
170970,993,1023
170971,992,1027
170972,996,1030
170973,999,1029
170974,998,1026
170975,996,1024
170976,994,1026
170977,995,1028
170978,998,1029
170979,1001,1028
170980,1000,1028
170981,995,1023
170982,997,1023
170983,997,1024
170984,1000,1028
170985,1005,1026
170986,1008,1028
170987,1004,1023
170988,1004,1024
170989,1004,1023
170990,1006,1026
170991,1007,1027
170992,1004,1026
170993,1006,1024
170994,1004,1024
170995,1006,1025
170996,1007,1027
170997,1012,1029
170998,1011,1026
170999,1009,1027
171000,1007,1026
171001,1005,1028
171002,1010,1033
171003,1012,1031
171004,1014,1029
171005,1013,1027
171006,1011,1026
171007,1009,1029
171008,1016,1034
171009,1018,1035
171010,1019,1035
171011,1019,1033
171012,1017,1035
171013,1020,1037
171014,1024,1042
171015,1029,1042
171016,1029,1042
171017,1027,1044
171018,1026,1046
171019,1024,1050
171020,1031,1053
171021,1034,1053
171022,1036,1056
171023,1035,1057
171024,1036,1059
171025,1035,1065
171026,1040,1069
171027,1043,1073
171028,1045,1075
171029,1043,1077
171030,1038,1082
171031,1038,1086
171032,1041,1092
171033,1042,1094
171034,1040,1095
171035,1039,1094
171036,1040,1097
171037,1039,1101
171038,1041,1103
171039,1040,1103
171040,1038,1098
171041,1034,1097
171042,1026,1094
171043,1025,1096
171044,1025,1096
171045,1026,1093
171046,1024,1090
171047,1020,1087
171048,1012,1083
171049,1014,1085
171050,1016,1084
171051,1015,1079
171052,1011,1073
171053,1006,1067
171054,1001,1069
171055,999,1067
171056,997,1071
171057,998,1066
171058,999,1066
171059,994,1061
171060,989,1059
171061,989,1062
171062,990,1062
171063,992,1063
171064,989,1060
171065,987,1056
171066,986,1056
171067,986,1055
171068,987,1062
171069,990,1062
171070,989,1059
171071,987,1057
171072,987,1053
171073,987,1057
171074,988,1055
171075,989,1057
171076,987,1057
171077,983,1055
171078,981,1054
171079,985,1056
171080,983,1057
171081,988,1058
171082,987,1053
171083,985,1051
171084,984,1051
171085,984,1052
171086,983,1056
171087,986,1056
171088,985,1052
171089,982,1049
171090,981,1048
171091,980,1049
171092,982,1051
171093,984,1051
171094,982,1051
171095,981,1047
171096,979,1045
171097,981,1045
171098,985,1047
171099,987,1048
171100,987,1045
171101,982,1042
171102,980,1043
171103,980,1043
171104,985,1048
171105,987,1050
171106,987,1048
171107,983,1044
171108,982,1044
171109,983,1045
171110,984,1049
171111,985,1050
171112,987,1048
171113,987,1047
171114,980,1045
171115,982,1048
171116,984,1053
171117,988,1052
171118,984,1050
171119,983,1046
171120,981,1046
171121,982,1048
171122,982,1051
171123,985,1051
171124,984,1048
171125,981,1044
171126,978,1046
171127,980,1045
171128,982,1048
171129,983,1048
171130,983,1047
171131,980,1044
171132,978,1046
171133,980,1046
171134,982,1047
171135,983,1046
171136,985,1046
171137,979,1044
171138,971,1044
171139,973,1047
171140,977,1047
171141,978,1048
171142,978,1049
171143,974,1045
171144,971,1047
171145,972,1048
171146,975,1048
171147,977,1045
171148,977,1045
171149,974,1041
171150,971,1040
171151,972,1041
171152,972,1041
171153,973,1047
171154,972,1045
171155,969,1041
171156,972,1041
171157,972,1044
171158,975,1047
171159,977,1046
171160,976,1041
171161,975,1038
171162,970,1042
171163,970,1043
171164,976,1046
171165,977,1044
171166,977,1040
171167,974,1036
171168,969,1039
171169,969,1042
171170,972,1043
171171,975,1041
171172,975,1040
171173,972,1037
171174,967,1036
171175,970,1037
171176,971,1040
171177,975,1041
171178,974,1039
171179,968,1038
171180,968,1039
171181,966,1040
171182,967,1042
171183,968,1040
171184,970,1040
171185,967,1038
171186,968,1040
171187,967,1039
171188,971,1042
171189,974,1042
171190,973,1040
171191,971,1039
171192,967,1038
171193,971,1041
171194,973,1046
171195,978,1046
171196,974,1047
171197,975,1050
171198,974,1058
171199,980,1076
171200,990,1095
171201,1002,1118
171202,1022,1142
171203,1039,1156
171204,1061,1163
171205,1084,1164
171206,1101,1154
171207,1109,1125
171208,1109,1075
171209,1102,1013
171210,1081,942
171211,1046,862
171212,1012,772
171213,968,694
171214,914,654
171215,857,635
171216,820,625
171217,792,609
171218,774,609
171219,759,613
171220,748,627
171221,747,644
171222,747,677
171223,756,720
171224,779,760
171225,798,789
171226,821,814
171227,833,840
171228,838,859
171229,849,873
171230,863,893
171231,868,906
171232,876,921
171233,881,932
171234,888,942
171235,895,956
171236,907,968
171237,914,979
171238,921,984
171239,923,996
171240,929,1008
171241,936,1019
171242,948,1030
171243,961,1038
171244,964,1045
171245,964,1051
171246,967,1058
171247,970,1068
171248,974,1074
171249,979,1081
171250,984,1084
171251,982,1086
171252,979,1091
171253,983,1096
171254,985,1100
171255,993,1103
171256,995,1102
171257,992,1102
171258,991,1100
171259,992,1104
171260,995,1108
171261,997,1107
171262,996,1108
171263,989,1105
171264,985,1105
171265,984,1109
171266,984,1114
171267,991,1115
171268,990,1114
171269,990,1113
171270,990,1117
171271,992,1120
171272,993,1126
171273,998,1125
171274,997,1125
171275,997,1125
171276,995,1129
171277,998,1132
171278,1003,1139
171279,1005,1140
171280,1006,1144
171281,1005,1143
171282,1002,1143
171283,1002,1149
171284,1007,1155
171285,1010,1162
171286,1013,1164
171287,1013,1167
171288,1012,1170
171289,1015,1178
171290,1022,1184
171291,1024,1188
171292,1025,1191
171293,1024,1193
171294,1025,1202
171295,1027,1208
171296,1031,1217
171297,1039,1223
171298,1037,1228
171299,1039,1229
171300,1038,1235
171301,1041,1245
171302,1049,1255
171303,1051,1259
171304,1054,1264
171305,1052,1269
171306,1054,1275
171307,1055,1283
171308,1062,1288
171309,1066,1294
171310,1062,1298
171311,1064,1297
171312,1061,1299
171313,1061,1305
171314,1069,1311
171315,1072,1312
171316,1071,1310
171317,1064,1308
171318,1063,1307
171319,1063,1308
171320,1067,1307
171321,1066,1305
171322,1065,1300
171323,1062,1292
171324,1057,1288
171325,1055,1285
171326,1054,1279
171327,1057,1274
171328,1053,1262
171329,1047,1253
171330,1044,1245
171331,1042,1240
171332,1043,1234
171333,1040,1229
171334,1037,1218
171335,1037,1207
171336,1031,1198
171337,1032,1194
171338,1032,1189
171339,1034,1182
171340,1030,1171
171341,1027,1163
171342,1023,1154
171343,1023,1151
171344,1023,1146
171345,1024,1136
171346,1019,1130
171347,1015,1122
171348,1012,1117
171349,1014,1113
171350,1015,1110
171351,1016,1102
171352,1010,1094
171353,1007,1089
171354,1002,1084
171355,1002,1084
171356,1003,1079
171357,1004,1073
171358,999,1069
171359,995,1065
171360,998,1062
171361,995,1062
171362,998,1061
171363,999,1057
171364,997,1053
171365,995,1051
171366,991,1049
171367,992,1048
171368,992,1052
171369,996,1050
171370,993,1045
171371,991,1044
171372,988,1040
171373,988,1044
171374,989,1043
171375,990,1041
171376,988,1041
171377,984,1036
171378,983,1039
171379,985,1039
171380,987,1040
171381,989,1041
171382,988,1035
171383,984,1035
171384,981,1035
171385,981,1038
171386,983,1039
171387,985,1037
171388,985,1035
171389,984,1032
171390,980,1033
171391,981,1032
171392,980,1034
171393,984,1033
171394,984,1031
171395,981,1030
171396,977,1030
171397,981,1028
171398,983,1028
171399,984,1028
171400,984,1026
171401,977,1022
171402,975,1027
171403,975,1027
171404,978,1027
171405,980,1027
171406,979,1025
171407,979,1022
171408,974,1021
171409,974,1023
171410,974,1024
171411,978,1021
171412,976,1019
171413,971,1018
171414,971,1018
171415,971,1019
171416,972,1021
171417,975,1020
171418,975,1016
171419,970,1012
171420,966,1015
171421,969,1017
171422,971,1018
171423,973,1018
171424,973,1014
171425,971,1012
171426,968,1013
171427,968,1014
171428,971,1016
171429,970,1015
171430,969,1013
171431,967,1010
171432,967,1011
171433,967,1014
171434,969,1016
171435,969,1012
171436,969,1009
171437,968,1008
171438,964,1010
171439,964,1013
171440,964,1015
171441,968,1013
171442,968,1010
171443,964,1009
171444,961,1007
171445,965,1011
171446,966,1012
171447,967,1011
171448,967,1011
171449,966,1011
171450,962,1009
171451,964,1010
171452,965,1010
171453,966,1010
171454,966,1010
171455,966,1008
171456,965,1009
171457,966,1008
171458,967,1012
171459,968,1010
171460,967,1011
171461,965,1007
171462,963,1010
171463,965,1008
171464,964,1011
171465,964,1012
171466,967,1009
171467,965,1007
171468,964,1009
171469,963,1010
171470,968,1011
171471,967,1011
171472,963,1007
171473,963,1007
171474,960,1007
171475,965,1009
171476,968,1010
171477,970,1013
171478,970,1009
171479,968,1006
171480,966,1006
171481,970,1007
171482,970,1012
171483,970,1011
171484,968,1009
171485,967,1007
171486,966,1007
171487,966,1011
171488,970,1012
171489,973,1010
171490,974,1010
171491,969,1007
171492,964,1010
171493,966,1010
171494,969,1013
171495,973,1013
171496,971,1009
171497,968,1008
171498,968,1007
171499,969,1010
171500,970,1011
171501,973,1012
171502,972,1010
171503,967,1010
171504,965,1009
171505,969,1010
171506,973,1010
171507,977,1011
171508,976,1011
171509,971,1007
171510,972,1009
171511,972,1012
171512,974,1016
171513,975,1011
171514,974,1011
171515,971,1009
171516,971,1008
171517,967,1011
171518,971,1013
171519,972,1011
171520,970,1012
171521,971,1009
171522,967,1011
171523,972,1011
171524,972,1014
171525,972,1014
171526,973,1012
171527,970,1007
171528,968,1009
171529,967,1012
171530,971,1016
171531,974,1012
171532,973,1014
171533,969,1012
171534,964,1009
171535,966,1010
171536,969,1014
171537,972,1012
171538,972,1011
171539,970,1010
171540,969,1010
171541,969,1014
171542,972,1017
171543,973,1015
171544,973,1010
171545,965,1010
171546,968,1008
171547,966,1015
171548,967,1016
171549,973,1015
171550,971,1014
171551,972,1011
171552,966,1010
171553,968,1014
171554,966,1016
171555,971,1016
171556,972,1013
171557,967,1013
171558,965,1012
171559,966,1015
171560,968,1018
171561,970,1016
171562,970,1014
171563,966,1012
171564,966,1011
171565,966,1012
171566,970,1015
171567,973,1017
171568,971,1014
171569,969,1011
171570,966,1011
171571,967,1014
171572,970,1016
171573,971,1017
171574,973,1016
171575,969,1012
171576,969,1013
171577,967,1014
171578,970,1018
171579,973,1018
171580,974,1014
171581,969,1013
171582,968,1013
171583,968,1013
171584,969,1016
171585,971,1017
171586,969,1019
171587,969,1015
171588,967,1017
171589,969,1018
171590,971,1020
171591,975,1020
171592,971,1018
171593,970,1017
171594,971,1018
171595,973,1020
171596,974,1022
171597,975,1021
171598,973,1018
171599,973,1015
171600,971,1016
171601,970,1018
171602,974,1022
171603,973,1024
171604,972,1020
171605,971,1019
171606,968,1020
171607,972,1021
171608,976,1022
171609,979,1022
171610,975,1020
171611,972,1017
171612,970,1019
171613,970,1018
171614,974,1022
171615,975,1023
171616,974,1020
171617,970,1018
171618,968,1018
171619,969,1019
171620,970,1022
171621,975,1022
171622,977,1021
171623,973,1020
171624,973,1018
171625,972,1021
171626,974,1023
171627,976,1023
171628,975,1021
171629,974,1019
171630,973,1022
171631,971,1023
171632,973,1027
171633,976,1024
171634,975,1022
171635,971,1018
171636,970,1021
171637,971,1023
171638,974,1026
171639,977,1025
171640,979,1023
171641,972,1023
171642,972,1022
171643,972,1024
171644,977,1026
171645,977,1024
171646,978,1024
171647,979,1023
171648,977,1023
171649,983,1026
171650,990,1031
171651,990,1029
171652,990,1028
171653,989,1028
171654,988,1029
171655,986,1034
171656,991,1036
171657,995,1038
171658,992,1036
171659,990,1036
171660,992,1037
171661,993,1038
171662,997,1040
171663,995,1038
171664,995,1036
171665,992,1031
171666,987,1035
171667,986,1035
171668,985,1035
171669,985,1032
171670,982,1029
171671,981,1031
171672,979,1030
171673,980,1033
171674,982,1036
171675,986,1035
171676,984,1036
171677,982,1034
171678,981,1037
171679,981,1036
171680,984,1040
171681,988,1041
171682,988,1038
171683,988,1035
171684,986,1033
171685,988,1034
171686,986,1033
171687,984,1032
171688,978,1031
171689,970,1027
171690,968,1028
171691,971,1031
171692,976,1032
171693,978,1035
171694,975,1031
171695,974,1030
171696,972,1030
171697,975,1031
171698,975,1034
171699,976,1032
171700,975,1029
171701,976,1026
171702,973,1028
171703,975,1029
171704,977,1032
171705,980,1031
171706,979,1028
171707,975,1027
171708,975,1026
171709,975,1027
171710,979,1032
171711,980,1032
171712,977,1029
171713,975,1029
171714,973,1027
171715,974,1030
171716,977,1035
171717,980,1036
171718,978,1034
171719,978,1032
171720,976,1039
171721,978,1044
171722,985,1055
171723,988,1062
171724,990,1072
171725,993,1077
171726,993,1086
171727,989,1102
171728,976,1123
171729,959,1149
171730,945,1180
171731,934,1209
171732,921,1246
171733,907,1286
171734,896,1327
171735,895,1366
171736,905,1411
171737,925,1453
171738,945,1473
171739,974,1460
171740,1003,1408
171741,1021,1310
171742,1015,1207
171743,982,1126
171744,939,1075
171745,908,1046
171746,895,1041
171747,896,1041
171748,904,1040
171749,920,1037
171750,941,1033
171751,954,1037
171752,970,1035
171753,977,1033
171754,978,1028
171755,979,1020
171756,978,1018
171757,980,1017
171758,983,1019
171759,988,1017
171760,987,1017
171761,988,1011
171762,989,1013
171763,990,1013
171764,994,1013
171765,997,1014
171766,998,1011
171767,995,1010
171768,994,1008
171769,995,1012
171770,997,1014
171771,1000,1009
171772,998,1008
171773,993,1004
171774,994,1007
171775,994,1006
171776,998,1010
171777,1001,1011
171778,1000,1007
171779,995,1005
171780,996,1004
171781,998,1008
171782,998,1007
171783,1002,1006
171784,1002,1008
171785,1000,1004
171786,1000,1003
171787,1001,1005
171788,1005,1008
171789,1005,1006
171790,1001,1006
171791,1005,1003
171792,1003,1006
171793,999,1006
171794,1003,1009
171795,1007,1009
171796,1004,1005
171797,1003,1002
171798,1002,1006
171799,1003,1007
171800,1006,1011
171801,1007,1009
171802,1007,1007
171803,1006,1007
171804,1000,1008
171805,1005,1010
171806,1007,1010
171807,1007,1010
171808,1008,1008
171809,1005,1006
171810,1006,1011
171811,1009,1012
171812,1013,1013
171813,1013,1014
171814,1014,1011
171815,1014,1008
171816,1010,1010
171817,1014,1014
171818,1019,1018
171819,1019,1018
171820,1018,1015
171821,1018,1013
171822,1021,1017
171823,1017,1017
171824,1021,1021
171825,1025,1021
171826,1025,1020
171827,1024,1019
171828,1023,1021
171829,1026,1027
171830,1027,1029
171831,1029,1030
171832,1028,1030
171833,1024,1031
171834,1025,1032
171835,1027,1036
171836,1030,1044
171837,1034,1044
171838,1033,1045
171839,1031,1044
171840,1033,1046
171841,1034,1053
171842,1037,1055
171843,1038,1057
171844,1039,1059
171845,1037,1061
171846,1033,1064
171847,1037,1070
171848,1036,1076
171849,1038,1075
171850,1038,1074
171851,1037,1077
171852,1032,1079
171853,1034,1081
171854,1037,1085
171855,1036,1085
171856,1034,1084
171857,1033,1081
171858,1030,1080
171859,1030,1082
171860,1029,1086
171861,1032,1085
171862,1029,1079
171863,1027,1077
171864,1021,1076
171865,1022,1077
171866,1021,1077
171867,1024,1074
171868,1020,1069
171869,1017,1067
171870,1013,1064
171871,1015,1066
171872,1018,1066
171873,1017,1063
171874,1015,1060
171875,1009,1056
171876,1006,1056
171877,1007,1056
171878,1008,1058
171879,1009,1055
171880,1008,1054
171881,1003,1051
171882,1002,1050
171883,1002,1052
171884,1004,1055
171885,1003,1053
171886,1003,1050
171887,1003,1048
171888,1000,1048
171889,999,1050
171890,1003,1054
171891,1006,1052
171892,1003,1050
171893,1001,1044
171894,998,1045
171895,999,1048
171896,1001,1050
171897,1003,1051
171898,1002,1049
171899,1001,1047
171900,999,1047
171901,1001,1048
171902,1004,1050
171903,1006,1047
171904,1005,1045
171905,1000,1044
171906,999,1046
171907,999,1046
171908,1002,1049
171909,1003,1049
171910,1001,1048
171911,1000,1046
171912,997,1044
171913,997,1045
171914,999,1047
171915,1002,1047
171916,999,1045
171917,996,1044
171918,999,1047
171919,999,1048
171920,1003,1050
171921,1006,1050
171922,1003,1048
171923,1001,1046
171924,999,1047
171925,1001,1050
171926,1005,1052
171927,1006,1052
171928,1003,1052
171929,1003,1048
171930,1003,1045
171931,1003,1049
171932,1006,1052
171933,1007,1054
171934,1006,1053
171935,1003,1050
171936,999,1051
171937,1000,1055
171938,1003,1057
171939,1004,1056
171940,1003,1053
171941,1000,1052
171942,1000,1050
171943,1000,1053
171944,1001,1055
171945,1002,1057
171946,1000,1053
171947,999,1049
171948,995,1054
171949,999,1055
171950,1002,1055
171951,1003,1054
171952,996,1052
171953,995,1049
171954,994,1050
171955,995,1049
171956,999,1051
171957,1000,1052
171958,999,1049
171959,997,1045
171960,993,1046
171961,993,1049
171962,993,1049
171963,993,1048
171964,995,1047
171965,992,1046
171966,989,1046
171967,991,1049
171968,991,1052
171969,994,1049
171970,994,1048
171971,991,1044
171972,988,1044
171973,988,1047
171974,990,1050
171975,993,1047
171976,990,1045
171977,988,1042
171978,984,1046
171979,985,1047
171980,988,1045
171981,989,1047
171982,988,1042
171983,987,1042
171984,984,1041
171985,987,1045
171986,989,1046
171987,990,1046
171988,990,1042
171989,987,1042
171990,988,1041
171991,983,1043
171992,990,1045
171993,990,1046
171994,989,1043
171995,987,1041
171996,983,1042
171997,985,1044
171998,987,1047
171999,987,1046
172000,984,1044
172001,982,1042
172002,984,1041
172003,984,1046
172004,982,1044
172005,986,1046
172006,987,1045
172007,984,1043
172008,984,1042
172009,984,1044
172010,985,1048
172011,988,1045
172012,986,1043
172013,984,1042
172014,981,1041
172015,980,1045
172016,983,1048
172017,984,1050
172018,984,1048
172019,984,1044
172020,982,1044
172021,982,1047
172022,984,1049
172023,988,1047
172024,987,1042
172025,984,1040
172026,981,1042
172027,979,1044
172028,979,1048
172029,981,1047
172030,983,1044
172031,978,1044
172032,980,1046
172033,981,1047
172034,985,1048
172035,985,1046
172036,985,1042
172037,981,1042
172038,979,1043
172039,980,1046
172040,984,1050
172041,985,1048
172042,985,1047
172043,982,1043
172044,984,1045
172045,985,1047
172046,989,1055
172047,990,1051
172048,992,1049
172049,987,1049
172050,988,1049
172051,989,1053
172052,991,1055
172053,994,1059
172054,995,1056
172055,995,1054
172056,992,1055
172057,994,1055
172058,993,1057
172059,995,1058
172060,995,1055
172061,992,1051
172062,989,1050
172063,987,1052
172064,987,1053
172065,989,1053
172066,985,1050
172067,979,1049
172068,979,1053
172069,982,1059
172070,984,1060
172071,985,1060
172072,986,1059
172073,986,1055
172074,984,1055
172075,988,1057
172076,988,1057
172077,988,1052
172078,985,1045
172079,975,1046
172080,971,1045
172081,970,1046
172082,974,1050
172083,977,1049
172084,980,1048
172085,975,1046
172086,971,1044
172087,971,1044
172088,973,1047
172089,972,1048
172090,973,1047
172091,970,1044
172092,968,1042
172093,968,1045
172094,972,1048
172095,972,1045
172096,971,1044
172097,969,1040
172098,970,1041
172099,970,1046
172100,971,1049
172101,975,1047
172102,974,1047
172103,972,1045
172104,968,1048
172105,973,1051
172106,978,1057
172107,981,1058
172108,979,1062
172109,977,1070
172110,979,1079
172111,986,1094
172112,992,1108
172113,998,1115
172114,991,1126
172115,975,1143
172116,958,1169
172117,946,1200
172118,936,1228
172119,922,1256
172120,902,1281
172121,879,1311
172122,867,1341
172123,871,1386
172124,892,1429
172125,915,1454
172126,940,1451
172127,965,1418
172128,988,1345
172129,1003,1255
172130,998,1177
172131,969,1112
172132,930,1070
172133,900,1048
172134,889,1040
172135,893,1043
172136,906,1046
172137,926,1045
172138,947,1046
172139,960,1039
172140,962,1042
172141,969,1040
172142,975,1039
172143,978,1035
172144,979,1028
172145,975,1026
172146,974,1026
172147,975,1030
172148,983,1031
172149,984,1028
172150,985,1026
172151,984,1021
172152,983,1021
172153,984,1024
172154,985,1028
172155,991,1027
172156,991,1019
172157,986,1019
172158,986,1021
172159,987,1021
172160,990,1024
172161,990,1023
172162,987,1020
172163,982,1014
172164,987,1017
172165,988,1021
172166,990,1022
172167,992,1021
172168,990,1018
172169,987,1015
172170,987,1014
172171,986,1017
172172,988,1020
172173,989,1018
172174,988,1016
172175,989,1016
172176,987,1014
172177,988,1018
172178,990,1016
172179,989,1017
172180,990,1015
172181,985,1011
172182,987,1013
172183,985,1016
172184,988,1016
172185,989,1016
172186,991,1014
172187,989,1011
172188,987,1015
172189,990,1016
172190,995,1018
172191,997,1016
172192,995,1013
172193,993,1011
172194,993,1008
172195,994,1012
172196,996,1013
172197,996,1015
172198,998,1012
172199,997,1011
172200,998,1014
172201,997,1013
172202,999,1018
172203,1001,1017
172204,1003,1014
172205,999,1014
172206,995,1013
172207,1001,1013
172208,1003,1018
172209,1005,1016
172210,1004,1014
172211,1003,1013
172212,1005,1015
172213,1007,1016
172214,1010,1020
172215,1012,1021
172216,1012,1020
172217,1010,1021
172218,1011,1023
172219,1013,1026
172220,1017,1028
172221,1020,1028
172222,1020,1028
172223,1014,1027
172224,1012,1031
172225,1015,1037
172226,1020,1042
172227,1021,1042
172228,1021,1042
172229,1022,1040
172230,1018,1045
172231,1017,1051
172232,1023,1054
172233,1023,1059
172234,1021,1059
172235,1019,1062
172236,1020,1066
172237,1019,1068
172238,1022,1072
172239,1022,1073
172240,1022,1073
172241,1019,1072
172242,1017,1074
172243,1015,1077
172244,1017,1079
172245,1018,1077
172246,1017,1076
172247,1012,1071
172248,1007,1067
172249,1008,1071
172250,1009,1070
172251,1007,1069
172252,1005,1066
172253,998,1061
172254,999,1060
172255,995,1059
172256,998,1062
172257,998,1060
172258,992,1056
172259,991,1052
172260,990,1053
172261,989,1054
172262,991,1056
172263,991,1052
172264,990,1050
172265,985,1049
172266,985,1050
172267,986,1053
172268,985,1054
172269,987,1052
172270,986,1049
172271,984,1046
172272,983,1050
172273,984,1050
172274,986,1053
172275,987,1053
172276,987,1049
172277,985,1046
172278,983,1045
172279,982,1048
172280,985,1049
172281,988,1050
172282,985,1043
172283,985,1044
172284,982,1045
172285,985,1045
172286,986,1048
172287,989,1047
172288,988,1045
172289,984,1041
172290,979,1043
172291,986,1048
172292,986,1049
172293,989,1047
172294,988,1044
172295,985,1042
172296,985,1043
172297,987,1048
172298,990,1047
172299,992,1048
172300,990,1045
172301,987,1042
172302,985,1043
172303,986,1044
172304,990,1049
172305,989,1047
172306,989,1043
172307,986,1043
172308,985,1045
172309,985,1046
172310,989,1047
172311,990,1048
172312,989,1044
172313,986,1041
172314,984,1045
172315,985,1049
172316,989,1050
172317,991,1049
172318,990,1047
172319,987,1043
172320,981,1045
172321,988,1045
172322,991,1049
172323,993,1048
172324,992,1044
172325,985,1043
172326,985,1044
172327,988,1045
172328,988,1048
172329,988,1047
172330,987,1042
172331,984,1041
172332,982,1042
172333,981,1047
172334,984,1048
172335,986,1046
172336,982,1043
172337,978,1041
172338,977,1043
172339,979,1046
172340,981,1048
172341,983,1045
172342,981,1043
172343,976,1042
172344,976,1043
172345,976,1043
172346,977,1047
172347,977,1047
172348,977,1043
172349,976,1042
172350,975,1043
172351,976,1046
172352,975,1047
172353,981,1045
172354,979,1040
172355,975,1040
172356,973,1039
172357,975,1043
172358,978,1045
172359,979,1043
172360,977,1041
172361,975,1037
172362,975,1039
172363,975,1040
172364,977,1045
172365,979,1043
172366,978,1039
172367,976,1039
172368,972,1037
172369,970,1040
172370,975,1043
172371,978,1040
172372,975,1036
172373,973,1036
172374,971,1037
172375,973,1041
172376,975,1042
172377,975,1041
172378,976,1037
172379,972,1034
172380,970,1037
172381,968,1039
172382,975,1041
172383,976,1038
172384,974,1038
172385,972,1033
172386,972,1033
172387,973,1035
172388,975,1038
172389,976,1039
172390,973,1037
172391,974,1034
172392,974,1039
172393,975,1041
172394,977,1040
172395,976,1040
172396,978,1039
172397,974,1037
172398,973,1038
172399,975,1040
172400,977,1042
172401,978,1041
172402,976,1039
172403,973,1039
172404,973,1039
172405,973,1040
172406,975,1041
172407,978,1041
172408,976,1041
172409,973,1038
172410,969,1039
172411,973,1042
172412,972,1045
172413,976,1042
172414,974,1040
172415,970,1036
172416,972,1038
172417,972,1043
172418,976,1047
172419,975,1043
172420,976,1042
172421,975,1039
172422,974,1039
172423,974,1042
172424,977,1044
172425,980,1042
172426,980,1040
172427,975,1043
172428,976,1042
172429,979,1044
172430,984,1047
172431,987,1048
172432,986,1044
172433,987,1044
172434,985,1044
172435,987,1050
172436,991,1054
172437,994,1053
172438,992,1052
172439,991,1051
172440,990,1051
172441,992,1055
172442,996,1059
172443,999,1056
172444,998,1056
172445,992,1055
172446,989,1054
172447,991,1056
172448,993,1058
172449,990,1054
172450,986,1051
172451,984,1050
172452,982,1050
172453,982,1057
172454,985,1056
172455,988,1056
172456,986,1052
172457,984,1052
172458,981,1054
172459,982,1056
172460,985,1063
172461,990,1058
172462,989,1055
172463,988,1053
172464,989,1054
172465,988,1053
172466,988,1053
172467,984,1049
172468,979,1048
172469,976,1047
172470,972,1050
172471,976,1052
172472,978,1056
172473,980,1053
172474,978,1050
172475,973,1048
172476,973,1052
172477,975,1052
172478,977,1055
172479,977,1054
172480,976,1050
172481,971,1050
172482,972,1050
172483,972,1052
172484,975,1057
172485,975,1052
172486,974,1052
172487,974,1051
172488,973,1051
172489,972,1054
172490,977,1056
172491,978,1056
172492,976,1051
172493,972,1051
172494,971,1052
172495,971,1056
172496,976,1056
172497,978,1057
172498,976,1055
172499,974,1059
172500,974,1064
172501,977,1072
172502,985,1084
172503,988,1094
172504,990,1104
172505,991,1111
172506,991,1123
172507,979,1145
172508,964,1175
172509,952,1208
172510,934,1240
172511,920,1272
172512,903,1307
172513,885,1345
172514,878,1388
172515,885,1436
172516,903,1474
172517,929,1487
172518,958,1463
172519,985,1398
172520,1003,1300
172521,998,1199
172522,960,1126
172523,917,1078
172524,892,1054
172525,888,1050
172526,903,1056
172527,917,1057
172528,941,1055
172529,963,1050
172530,971,1048
172531,979,1050
172532,983,1047
172533,986,1044
172534,989,1039
172535,985,1034
172536,984,1033
172537,986,1033
172538,990,1036
172539,994,1035
172540,994,1036
172541,992,1032
172542,992,1032
172543,995,1032
172544,999,1034
172545,1002,1033
172546,1001,1029
172547,999,1026
172548,996,1029
172549,998,1031
172550,1002,1031
172551,1003,1031
172552,1004,1026
172553,1000,1025
172554,998,1026
172555,999,1027
172556,1003,1027
172557,1005,1025
172558,1002,1023
172559,1000,1020
172560,1001,1020
172561,1004,1020
172562,1005,1026
172563,1008,1025
172564,1004,1024
172565,1002,1022
172566,1001,1021
172567,1005,1024
172568,1006,1027
172569,1007,1023
172570,1005,1021
172571,1005,1018
172572,1005,1021
172573,1008,1024
172574,1008,1025
172575,1009,1025
172576,1010,1020
172577,1006,1021
172578,1008,1020
172579,1010,1023
172580,1013,1027
172581,1013,1026
172582,1011,1025
172583,1010,1024
172584,1012,1023
172585,1016,1025
172586,1017,1030
172587,1019,1027
172588,1019,1027
172589,1016,1024
172590,1015,1026
172591,1019,1029
172592,1024,1032
172593,1027,1031
172594,1026,1031
172595,1025,1029
172596,1023,1030
172597,1025,1038
172598,1030,1038
172599,1029,1039
172600,1029,1037
172601,1029,1036
172602,1029,1040
172603,1033,1045
172604,1037,1048
172605,1038,1050
172606,1037,1047
172607,1035,1050
172608,1039,1053
172609,1043,1059
172610,1045,1061
172611,1044,1064
172612,1044,1066
172613,1043,1065
172614,1042,1072
172615,1042,1075
172616,1046,1084
172617,1050,1087
172618,1047,1087
172619,1045,1088
172620,1043,1090
172621,1046,1095
172622,1048,1102
172623,1047,1100
172624,1046,1099
172625,1041,1096
172626,1038,1097
172627,1041,1099
172628,1040,1101
172629,1037,1097
172630,1036,1093
172631,1028,1091
172632,1028,1087
172633,1029,1089
